label	seed	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue	score_family	selected_candidate
rbp_trace_v2_score_hairpin	1778277625	50	55382	85	3	0.06	0.03529411764705882	0.07673973493192734	39.09317647058823	6.490838192097662e-05	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1778277625	100	55382	85	7	0.07	0.08235294117647059	0.1534794698638547	45.608705882352936	2.2227943585162013e-10	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1778277625	200	55382	85	8	0.04	0.09411764705882353	0.3069589397277094	26.062117647058823	9.53159274910495e-10	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1778277625	500	55382	85	10	0.02	0.11764705882352941	0.7673973493192734	13.031058823529412	5.621894708032004e-09	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1778277625	1000	55382	85	13	0.013	0.15294117647058825	1.5347946986385468	8.470188235294119	4.474962031553135e-09	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_all_context	1778277625	50	55382	85	2	0.04	0.023529411764705882	0.07673973493192734	26.062117647058823	0.002718446297612528	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_1.0__beta_repeat_0.25__beta_hairpin_1.0
rbp_trace_v2_score_all_context	1778277625	100	55382	85	5	0.05	0.058823529411764705	0.1534794698638547	32.57764705882353	5.074337816477653e-07	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_1.0__beta_repeat_0.25__beta_hairpin_1.0
rbp_trace_v2_score_all_context	1778277625	200	55382	85	8	0.04	0.09411764705882353	0.3069589397277094	26.062117647058823	9.53159274910495e-10	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_1.0__beta_repeat_0.25__beta_hairpin_1.0
rbp_trace_v2_score_all_context	1778277625	500	55382	85	9	0.018	0.10588235294117647	0.7673973493192734	11.72795294117647	8.319009241327734e-08	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_1.0__beta_repeat_0.25__beta_hairpin_1.0
rbp_trace_v2_score_all_context	1778277625	1000	55382	85	15	0.015	0.17647058823529413	1.5347946986385468	9.773294117647058	3.539891612987571e-11	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_1.0__beta_repeat_0.25__beta_hairpin_1.0
rbp_trace_v2_score_region	1624446027	50	55382	85	1	0.02	0.011764705882352941	0.07673973493192734	13.031058823529412	0.07395523750463028	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1624446027	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1624446027	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1624446027	500	55382	85	7	0.014	0.08235294117647059	0.7673973493192734	9.121741176470588	1.2608221543409588e-05	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_region	1624446027	1000	55382	85	14	0.014	0.16470588235294117	1.5347946986385468	9.121741176470588	4.148628118290772e-10	rbp_trace_v2_score_region	rbp_trace_v2_score_region__beta_0.1
rbp_trace_v2_score_repeat	1624446027	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1624446027	100	55382	85	1	0.01	0.011764705882352941	0.1534794698638547	6.515529411764706	0.14250070729653172	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1624446027	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1624446027	500	55382	85	7	0.014	0.08235294117647059	0.7673973493192734	9.121741176470588	1.2608221543409588e-05	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_repeat	1624446027	1000	55382	85	13	0.013	0.15294117647058825	1.5347946986385468	8.470188235294119	4.474962031553135e-09	rbp_trace_v2_score_repeat	rbp_trace_v2_score_repeat__beta_0.1
rbp_trace_v2_score_hairpin	1624446027	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1624446027	100	55382	85	2	0.02	0.023529411764705882	0.1534794698638547	13.031058823529412	0.010453459425604047	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1624446027	200	55382	85	2	0.01	0.023529411764705882	0.3069589397277094	6.515529411764706	0.03809108791724583	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1624446027	500	55382	85	3	0.006	0.03529411764705882	0.7673973493192734	3.9093176470588236	0.0419556450321807	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_hairpin	1624446027	1000	55382	85	6	0.006	0.07058823529411765	1.5347946986385468	3.9093176470588236	0.004459224496057155	rbp_trace_v2_score_hairpin	rbp_trace_v2_score_hairpin__beta_0.5
rbp_trace_v2_score_all_context	1624446027	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	rbp_trace_v2_score_all_context	rbp_trace_v2_score_all_context__beta_region_0.5__beta_repeat_0.1__beta_hairpin_0.5
