seed	label	split_name	top_k	universe_genes	truth_genes	overlap	precision	recall	expected_random	fold_enrichment	hypergeom_pvalue	model_name
748698052	logistic_l2	calibration	1000	55382	198	27	0.027	0.13636363636363635	3.5751688274168503	7.552090909090909	4.735495398005706e-16	logistic_l2
748698052	logistic_l2	heldout	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	logistic_l2
748698052	logistic_l2	heldout	100	55382	85	3	0.03	0.03529411764705882	0.1534794698638547	19.546588235294116	0.0005066767547709261	logistic_l2
748698052	logistic_l2	heldout	200	55382	85	7	0.035	0.08235294117647059	0.3069589397277094	22.804352941176468	2.8036287197230294e-08	logistic_l2
748698052	logistic_l2	heldout	500	55382	85	11	0.022	0.12941176470588237	0.7673973493192734	14.334164705882353	3.4057139975216167e-10	logistic_l2
748698052	logistic_l2	heldout	1000	55382	85	13	0.013	0.15294117647058825	1.5347946986385468	8.470188235294119	4.474962031553135e-09	logistic_l2
748698052	logistic_elasticnet	calibration	50	55382	198	3	0.06	0.015151515151515152	0.1787584413708425	16.78242424242424	0.0007794496324364642	logistic_elasticnet
748698052	logistic_elasticnet	calibration	100	55382	198	5	0.05	0.025252525252525252	0.357516882741685	13.985353535353536	3.1737531758486736e-05	logistic_elasticnet
748698052	logistic_elasticnet	calibration	200	55382	198	7	0.035	0.03535353535353535	0.71503376548337	9.789747474747475	8.56673938739102e-06	logistic_elasticnet
748698052	logistic_elasticnet	calibration	500	55382	198	14	0.028	0.0707070707070707	1.7875844137084251	7.8317979797979795	4.487097238475894e-09	logistic_elasticnet
748698052	logistic_elasticnet	calibration	1000	55382	198	28	0.028	0.1414141414141414	3.5751688274168503	7.8317979797979795	5.1648455895816934e-17	logistic_elasticnet
748698052	logistic_elasticnet	heldout	50	55382	85	0	0.0	0.0	0.07673973493192734	0.0	1.0	logistic_elasticnet
748698052	logistic_elasticnet	heldout	100	55382	85	4	0.04	0.047058823529411764	0.1534794698638547	26.062117647058823	1.810712769027053e-05	logistic_elasticnet
748698052	logistic_elasticnet	heldout	200	55382	85	5	0.025	0.058823529411764705	0.3069589397277094	16.288823529411765	1.5155851473831538e-05	logistic_elasticnet
748698052	logistic_elasticnet	heldout	500	55382	85	11	0.022	0.12941176470588237	0.7673973493192734	14.334164705882353	3.4057139975216167e-10	logistic_elasticnet
748698052	logistic_elasticnet	heldout	1000	55382	85	14	0.014	0.16470588235294117	1.5347946986385468	9.121741176470588	4.148628118290772e-10	logistic_elasticnet
